CustomerID,Recency,Frequency,TotalQuantity,AvgUnitPrice,Monetary
12346.0,326,1,74215,1.04,77183.6
12347.0,2,7,2458,2.644010989010989,4310.0
12348.0,75,4,2341,5.764838709677419,1797.24
12349.0,19,1,631,8.289041095890411,1757.55
12350.0,310,1,197,3.841176470588235,334.4
12352.0,36,8,536,15.93070588235294,2506.04
12353.0,204,1,20,6.074999999999999,89.0
12354.0,232,1,530,4.5037931034482765,1079.4
12355.0,214,1,240,4.203846153846154,459.4
12356.0,23,3,1591,3.201186440677966,2811.43
12357.0,33,1,2708,3.3486259541984733,6207.67
12358.0,2,2,248,8.27421052631579,1168.06
12359.0,58,4,1622,8.620403225806452,6372.58
12360.0,52,3,1165,3.5496899224806198,2662.06
12361.0,287,1,91,3.335,189.9
12362.0,3,10,2229,3.94093984962406,5226.23
12363.0,110,2,408,2.3117391304347827,552.0
12364.0,8,4,1506,1.910235294117647,1313.1
12365.0,291,2,174,17.150454545454547,641.38
12367.0,4,1,173,3.2,168.9
12370.0,51,4,2353,2.800299401197605,3545.69
12371.0,45,2,591,3.8742857142857146,1887.96
12372.0,72,3,794,3.001346153846154,1298.04
12373.0,311,1,197,4.582142857142857,364.6
12374.0,25,1,342,4.21969696969697,742.9300000000001
12375.0,11,2,178,6.912941176470589,457.5
12377.0,315,2,944,2.718831168831169,1628.12
12378.0,130,1,2529,2.9974429223744297,4008.62
12379.0,82,2,407,2.86625,852.24
12380.0,22,4,1127,3.378653846153846,2724.81
12381.0,5,5,808,4.683218390804598,1845.31
12383.0,185,5,1532,3.086969696969697,1850.56
12384.0,29,2,126,7.87925925925926,585.27
12386.0,338,2,354,2.391,401.9
12388.0,16,6,1462,2.7777,2780.66
12390.0,80,1,353,3.996875,549.84
12391.0,22,1,300,2.4599,460.89
12393.0,72,4,816,2.2796875,1582.6000000000001
12394.0,64,2,819,3.3707407407407404,1272.48
12395.0,19,12,2118,3.9688461538461537,3018.63
12397.0,36,2,1263,3.4682539682539684,2409.9
12398.0,46,1,1394,1.992705882352941,1635.6599999999999
12399.0,119,4,1178,2.1145762711864404,1108.65
12401.0,303,1,11,9.68,84.3
12402.0,323,1,94,3.290909090909091,225.6
12403.0,50,1,96,7.080000000000001,427.7
12405.0,149,1,857,3.5442592592592597,1710.39
12406.0,22,2,1818,2.487047619047619,3415.3
12407.0,50,5,1416,3.2674025974025973,1708.1200000000001
12408.0,33,5,1409,3.0228571428571427,2888.55
12409.0,79,3,5551,3.574495412844037,11072.67
12410.0,309,2,211,6.335384615384616,693.3299999999999
12412.0,75,3,829,2.7137704918032783,1226.88
12413.0,67,3,286,4.798421052631579,758.1
12414.0,217,3,300,8.57,562.41
12415.0,24,21,77374,2.9370868347338934,124914.53
12417.0,3,9,1552,5.337916666666666,3649.1
12418.0,113,1,407,3.5644117647058824,668.58
12420.0,64,1,345,4.707241379310345,600.39
12421.0,16,4,484,4.520222222222222,807.04
12422.0,96,3,370,3.26025641025641,803.5600000000001
12423.0,1,8,1339,2.9135999999999997,1859.31
12424.0,163,2,740,2.780666666666667,1760.96
12425.0,78,1,496,2.5644444444444443,777.2
12426.0,195,1,258,3.9363333333333332,582.73
12427.0,22,3,533,4.589032258064516,825.8
12428.0,26,9,3536,4.627414965986395,7956.46
12429.0,9,4,1557,3.6307216494845362,3750.4
12430.0,43,1,117,6.225454545454546,256.4
12431.0,36,15,2906,3.785063829787234,6487.45
12432.0,43,5,1801,10.550833333333333,5059.32
12433.0,1,7,11071,2.1927380952380955,13375.87
12434.0,85,2,394,3.6726,806.14
12435.0,80,2,2055,5.479166666666667,7829.89
12436.0,100,1,211,5.2675,509.01
12437.0,2,18,2922,4.0125628140703515,4951.41
12438.0,14,2,1180,3.894897959183673,2906.85
12441.0,367,1,121,3.700909090909091,173.55
12442.0,3,1,182,3.34,172.06
12444.0,21,5,1153,6.3586931818181816,5005.46
12445.0,22,1,62,7.9875,133.4
12446.0,58,1,351,4.352631578947368,1002.3100000000001
12447.0,243,1,190,3.5742307692307693,476.49
12448.0,44,1,243,5.951818181818182,449.45
12449.0,22,4,1553,3.694712041884817,4067.29
12450.0,156,2,128,1.6175,197.88
12451.0,11,5,6575,2.450084745762712,9035.52
12452.0,17,2,185,4.485,430.57
12453.0,134,1,473,2.393255813953488,707.09
12454.0,56,1,1006,7.282,3528.34
12455.0,73,6,2089,3.173333333333334,2466.86
12456.0,44,3,1633,3.62456,3181.04
12457.0,66,7,843,5.357096774193548,2363.23
12458.0,71,2,506,4.326315789473685,947.4
12461.0,94,2,287,4.258857142857143,826.88
12462.0,19,2,536,4.689516129032258,1189.59
12463.0,53,4,776,3.0434939759036146,1344.78
12464.0,10,8,112,11.832758620689654,1212.05
12465.0,17,2,479,2.76,742.1899999999999
12468.0,188,2,366,3.5149999999999997,729.5400000000001
12471.0,2,30,8212,4.300369565217392,19824.05
12472.0,32,7,4148,2.397669616519174,6572.11
12473.0,29,5,2439,8.323928571428572,3938.5499999999997
12474.0,17,18,4847,2.8656603773584903,7375.79
12475.0,54,1,535,2.941111111111111,723.38
12476.0,16,11,2408,4.831030042918456,6816.42
12477.0,23,6,3653,4.3832,13219.74
12478.0,4,1,236,4.537777777777778,680.99
12479.0,11,1,385,2.6687096774193546,527.2
12480.0,28,4,1707,3.1344155844155845,3281.63
12481.0,23,10,3304,3.4149769585253456,5596.32
12483.0,17,8,1110,5.198133333333334,2484.98
12484.0,33,6,2191,3.126098265895954,4541.72
12488.0,10,3,529,3.7347272727272727,1298.66
12489.0,336,1,105,5.908,334.93
12490.0,5,10,3064,2.692857142857143,5417.93
12491.0,39,1,260,3.376923076923077,460.40000000000003
12492.0,63,2,192,3.3475,263.21000000000004
12493.0,166,2,207,4.309090909090909,433.74
12494.0,16,7,707,3.862207792207792,1246.1000000000001
12497.0,82,1,1236,2.06,1043.1
12498.0,21,3,159,4.197826086956522,403.70000000000005
12500.0,23,11,2678,5.63688524590164,4257.82
12501.0,337,1,1783,2.4126845637583894,2169.39
12502.0,96,5,820,6.425238095238095,3723.87
12504.0,18,2,90,9.011111111111111,482.04999999999995
12506.0,233,1,23,3.1956521739130435,73.5
12507.0,134,3,894,4.862857142857143,1304.81
12508.0,26,2,272,1.7204347826086959,398.27
12509.0,284,1,55,5.564285714285715,176.5
12510.0,143,2,353,4.263333333333334,982.5699999999999
12512.0,66,2,99,2.5794117647058825,138.03
12513.0,113,1,462,2.180571428571428,612.29
12514.0,267,1,440,3.296862745098039,1017.68
12515.0,353,1,131,6.78125,383.7
12516.0,78,2,875,2.725769230769231,1312.06
12517.0,28,5,1371,2.3527464788732395,2502.84
12518.0,1,5,1318,2.837177419354839,2056.89
12519.0,64,1,183,2.9911111111111115,340.84
12520.0,79,5,1439,3.288421052631579,2634.26
12521.0,143,1,309,2.995789473684211,599.68
12522.0,39,2,194,5.0008333333333335,192.72
12523.0,19,11,865,4.935471698113207,1789.77
12524.0,9,8,3699,2.9170833333333333,4485.72
12526.0,1,3,632,3.3538028169014087,1316.66
12527.0,82,3,234,2.9294444444444445,348.71000000000004
12528.0,9,6,756,5.487934782608695,1933.48
12530.0,60,4,913,3.8854545454545453,1662.28
12531.0,15,1,45,3.8094117647058825,125.22
12532.0,30,1,153,3.698125,349.83000000000004
12534.0,131,1,651,3.035396825396825,1089.18
12535.0,92,2,219,4.451470588235294,716.35
12536.0,43,3,2803,34.75452107279693,12601.830000000002
12538.0,29,1,191,3.6433333333333335,363.95
12539.0,22,4,2067,4.176520146520147,5568.35
12540.0,20,17,6685,3.847050209205021,13400.24
12541.0,30,3,680,3.615769230769231,981.18
12544.0,36,1,136,4.106315789473685,372.7
12545.0,75,2,523,4.0238,1000.39
12546.0,47,2,633,3.199275362318841,1161.5
12547.0,198,2,134,7.95,207.79999999999998
12548.0,166,1,49,6.720000000000001,95.19999999999999
12550.0,79,1,569,3.0903508771929826,964.83
12551.0,358,1,100,1.6800000000000002,168.0
12552.0,39,2,88,9.1155,437.82
12553.0,8,10,1965,3.1996335078534033,3692.28
12556.0,50,2,358,2.6623140495867768,603.71
12557.0,16,5,4384,2.1766666666666667,11990.960000000001
12558.0,8,1,196,1.25,269.96
12559.0,311,2,283,3.5490476190476192,561.71
12560.0,5,3,1110,2.8562857142857143,2134.01
12561.0,303,1,177,2.964375,238.85
12562.0,8,7,1779,3.188214285714286,3781.7400000000002
12564.0,261,1,133,5.576190476190476,456.9
12565.0,289,1,80,2.351111111111111,145.92
12566.0,86,1,265,3.903684210526316,351.65
12567.0,23,10,4305,3.40847533632287,9401.28
12569.0,2,32,1801,5.434574468085106,4124.69
12571.0,40,2,523,1.3205882352941176,519.61
12572.0,9,2,452,4.227833333333334,1020.42
12573.0,227,1,84,2.0964285714285715,160.54000000000002
12574.0,316,1,61,5.2,218.45
12576.0,36,5,967,2.4045454545454543,1315.83
12577.0,35,3,472,1.7950340136054421,657.8
12578.0,21,2,1196,3.157017543859649,2794.51
12579.0,78,1,285,3.3386206896551722,440.42
12580.0,247,1,238,2.6075,415.7
12581.0,40,1,161,2.8926666666666665,197.71
12582.0,239,2,300,5.2318181818181815,511.36
12583.0,3,15,5060,3.103603238866397,7281.38
12584.0,4,9,416,7.484375,2338.15
12585.0,234,2,1279,3.4639080459770115,2040.1
12586.0,17,1,79,4.190909090909091,196.94000000000003
12587.0,8,1,51,11.56,144.0
12588.0,39,1,53,9.58,214.89999999999998
12589.0,29,2,306,4.502857142857143,646.68
12590.0,211,2,4283,10.54735294117647,9864.26
12591.0,317,1,228,3.7807692307692307,452.84999999999997
12592.0,92,2,290,3.311111111111111,437.6
12593.0,109,3,206,2.6523809523809527,418.09999999999997
12594.0,38,10,1777,3.023135593220339,3338.2200000000003
12596.0,51,2,474,4.405555555555556,618.27
12597.0,19,4,2236,3.9420873786407764,3811.22
12598.0,10,8,1964,2.8425757575757578,3023.08
12599.0,29,7,956,2.9962903225806454,1032.58
12600.0,29,10,774,5.47375,2599.04
12601.0,190,5,245,6.511071428571428,577.0600000000001
12602.0,59,1,162,1.9708333333333332,153.12
12603.0,22,1,63,14.475,739.1999999999999
12604.0,79,2,201,2.59125,254.18
12607.0,60,1,1228,2.1577227722772276,1579.51
12609.0,78,3,648,3.5178333333333334,1126.85
12610.0,23,5,1049,5.024716981132076,2099.54
12611.0,52,1,846,2.675076923076923,1193.32
12612.0,74,1,262,4.4389473684210525,704.0400000000001
12613.0,57,5,1644,2.8726143790849674,3344.38
12614.0,278,1,76,5.61,315.6
12615.0,2,4,1376,3.0896190476190477,2291.19
12616.0,95,2,284,3.8203125,713.3
12617.0,29,1,213,1.903095238095238,355.53
12618.0,22,1,96,6.6381818181818195,177.31
12619.0,16,9,3378,7.056555555555556,3641.24
12620.0,15,3,1181,2.1478260869565218,1339.41
12621.0,2,20,7440,2.8922912205567455,13689.67
12622.0,232,1,69,5.739090909090909,180.1
12623.0,276,1,191,2.628888888888889,305.1
12624.0,106,2,355,3.8721052631578945,641.13
12625.0,212,2,1612,2.1713953488372093,2683.82
12626.0,23,9,3453,2.8210544217687072,6620.48
12627.0,11,7,2752,2.937913043478261,4478.53
12628.0,4,3,448,3.591219512195122,786.46
12630.0,10,2,548,4.48640625,1270.88
12631.0,57,1,236,4.537096774193548,640.5
12633.0,59,4,1162,3.211386138613862,2163.98
12635.0,90,2,1172,2.522079207920792,1689.18
12637.0,67,8,3002,2.6583076923076923,6021.9
12638.0,33,1,577,2.56,671.69
12639.0,239,1,201,4.918181818181818,486.1
12640.0,24,3,311,5.716981132075472,1174.58
12641.0,115,1,72,6.964999999999999,185.9
12642.0,25,3,552,3.5906382978723403,1013.26
12643.0,128,6,1808,5.187916666666666,3344.64
12644.0,130,1,325,2.8045161290322578,477.91
12645.0,34,4,1084,2.611095890410959,1775.18
12646.0,5,2,897,2.387111111111111,1346.97
12647.0,22,12,1431,5.498842975206611,3722.82
12648.0,155,1,160,3.1723809523809527,318.05
12649.0,107,3,586,2.6970967741935485,623.51
12650.0,3,1,254,1.9344999999999999,314.44
12651.0,335,1,78,2.244444444444445,114.0
12652.0,331,1,505,2.8972916666666664,919.98
12653.0,149,2,919,2.5909302325581396,2209.85
12654.0,11,5,264,4.420526315789473,601.98
12656.0,17,5,1723,4.4494444444444445,4051.17
12657.0,11,4,1044,5.044893617021277,1643.18
12658.0,19,1,320,4.114444444444445,686.05
12659.0,30,1,105,5.308,91.68
12660.0,11,1,127,3.8653846153846154,245.1
12662.0,1,11,2058,3.2064782608695652,3849.78
12664.0,8,9,1203,11.084864864864864,4881.88
12665.0,325,1,37,6.833333333333333,63.0
12667.0,58,1,395,3.624242424242424,620.13
12668.0,12,4,1634,3.458509316770187,3807.15
12669.0,151,3,1115,13.741386138613862,2744.0299999999997
12670.0,10,5,1397,3.235869565217391,2996.05
12672.0,330,1,78,3.79,225.89999999999998
12673.0,5,2,351,2.9283333333333337,610.52
12674.0,39,4,1133,3.230602409638554,1970.6
12676.0,25,6,670,7.0282222222222215,1331.39
12678.0,42,12,10923,6.554666666666667,17628.46
12679.0,59,4,554,4.004166666666666,1113.02
12680.0,1,4,443,3.637884615384615,862.81
12681.0,15,22,7536,3.1529153605015674,13787.54
12682.0,4,31,5575,3.7501523809523807,12288.22
12683.0,4,15,4987,2.719156976744186,8476.57
12684.0,8,7,1985,2.5359999999999996,2283.63
